enc_number,t,x0,y0,z0,v0,dh0,theta0,x1,y1,z1,v1,dh1,theta1,advisory
7,11,4566.887301545608,2097.378327892301,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4404.48105026964,-1427.9836020516154,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,12,4548.7930449166015,2031.0553304665848,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4391.62767670011,-1365.6899852187762,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,13,4530.698788287595,1964.7323330408685,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4378.77430313058,-1303.3963683859374,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,14,4512.604531658589,1898.4093356151525,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4365.92092956105,-1241.1027515530984,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,15,4494.510275029582,1832.086338189436,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4353.06755599152,-1178.8091347202594,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,16,4476.416018400575,1765.76334076372,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4340.214182421991,-1116.5155178874204,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,17,4458.321761771568,1699.4403433380037,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4327.360808852461,-1054.2219010545814,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,18,4440.227505142561,1633.1173459122874,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4314.507435282931,-991.9282842217426,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,19,4422.1332485135545,1566.7943484865712,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4301.654061713401,-929.6346673889034,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,20,4404.038991884548,1500.4713510608549,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4288.8006881438705,-867.3410505560644,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,21,4385.944735255541,1434.1483536351388,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4275.947314574341,-805.0474337232254,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,22,4367.850478626534,1367.8253562094224,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4263.093941004811,-742.7538168903865,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,23,4349.756221997527,1301.5023587837063,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4250.240567435281,-680.4602000575475,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,24,4331.66196536852,1235.1793613579903,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4237.387193865751,-618.1665832247085,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,25,4313.567708739513,1168.8563639322738,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4224.533820296221,-555.8729663918696,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,26,4295.4734521105065,1102.5333665065575,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4211.680446726692,-493.57934955903045,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,27,4277.3791954815,1036.2103690808412,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4198.827073157162,-431.28573272619155,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,28,4259.284938852493,969.8873716551251,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4185.973699587632,-368.99211589335255,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,29,4241.190682223486,903.5643742294088,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4173.120326018102,-306.69849906051354,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,30,4223.09642559448,837.2413768036927,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4160.266952448572,-244.40488222767453,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,31,4205.002168965473,770.9183793779764,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4147.413578879042,-182.11126539483558,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,32,4186.907912336466,704.5953819522601,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4134.560205309513,-119.81764856199658,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,33,4168.8136557074595,638.2723845265439,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4121.706831739983,-57.52403172915763,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,34,4150.719399078453,571.9493871008276,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4108.8534581704525,4.769585103681408,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,35,4132.625142449446,505.62638967511145,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4096.0000846009225,67.06320193652039,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,36,4114.530885820439,439.3033922493952,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4083.146711031393,129.35681876935934,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,37,4096.436629191432,372.980394823679,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4070.293337461863,191.65043560219834,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,38,4078.342372562425,306.65739739796277,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4057.4399638923333,253.94405243503735,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,39,4060.2481159334184,240.3343999722465,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4044.586590322803,316.23766926787636,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,40,4042.1538593044115,174.01140254653026,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4031.733216753273,378.5312861007153,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,41,4024.0596026754047,107.68840512081402,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4018.8798431837436,440.8249029335543,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,42,4005.965346046398,41.365407695097815,136.41886840876418,68.74694255374503,0.0,195.2600768968326,4006.0264696142135,503.1185197663933,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,43,3987.871089417391,-24.95758973061845,136.41886840876418,68.74694255374503,0.0,195.2600768968326,3993.1730960446835,565.4121365992323,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,44,3969.7768327883846,-91.28058715633466,136.41886840876418,68.74694255374503,0.0,195.2600768968326,3980.319722475154,627.7057534320713,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,45,3951.6825761593777,-157.60358458205087,136.41886840876418,68.74694255374503,0.0,195.2600768968326,3967.466348905624,689.9993702649103,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,46,3933.588319530371,-223.92658200776714,136.41886840876418,68.74694255374503,0.0,195.2600768968326,3954.612975336094,752.2929870977493,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,47,3915.494062901364,-290.2495794334834,136.41886840876418,68.74694255374503,0.0,195.2600768968326,3941.759601766564,814.5866039305882,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,48,3897.399806272357,-356.57257685919967,136.41886840876418,68.74694255374503,0.0,195.2600768968326,3928.906228197034,876.8802207634272,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
7,49,3879.3055496433503,-422.8955742849158,136.41886840876418,68.74694255374503,0.0,195.2600768968326,3916.0528546275045,939.1738375962663,161.85059962407632,63.60584808203134,0.0,348.34147030143515,0.0
8,0,-718.2338098365531,4469.4163625706215,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5486.828120255921,4188.711777649464,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,1,-782.3514657912924,4443.702775023456,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5427.927816475295,4169.958120750868,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,2,-846.4691217460322,4417.989187476291,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5369.027512694669,4151.204463852272,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,3,-910.5867777007716,4392.275599929125,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5310.127208914042,4132.450806953677,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,4,-974.7044336555114,4366.56201238196,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5251.226905133415,4113.697150055081,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,5,-1038.8220896102512,4340.848424834794,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5192.326601352789,4094.9434931564847,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,6,-1102.9397455649905,4315.134837287628,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5133.426297572162,4076.1898362578886,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,7,-1167.0574015197299,4289.421249740463,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5074.525993791536,4057.436179359293,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,8,-1231.1750574744697,4263.707662193297,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-5015.625690010909,4038.6825224606973,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,9,-1295.292713429209,4237.994074646132,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4956.725386230282,4019.9288655621012,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,10,-1359.4103693839486,4212.280487098967,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4897.825082449656,4001.175208663505,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,11,-1423.5280253386884,4186.566899551801,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4838.924778669029,3982.421551764909,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,12,-1487.645681293428,4160.853312004635,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4780.024474888403,3963.6678948663134,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,13,-1551.7633372481673,4135.13972445747,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4721.124171107776,3944.914237967718,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,14,-1615.8809932029071,4109.426136910304,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4662.22386732715,3926.1605810691217,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,15,-1679.9986491576465,4083.712549363139,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4603.3235635465235,3907.4069241705256,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,16,-1744.116305112386,4057.9989618159734,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4544.4232597658975,3888.65326727193,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,17,-1808.2339610671258,4032.2853742688076,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4485.5229559852705,3869.899610373334,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,18,-1872.3516170218652,4006.571786721642,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4426.622652204644,3851.145953474738,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,19,-1936.4692729766048,3980.858199174477,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4367.722348424018,3832.392296576142,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,20,-2000.5869289313443,3955.144611627311,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4308.822044643391,3813.638639677546,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,21,-2064.704584886084,3929.4310240801456,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4249.921740862765,3794.8849827789504,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,22,-2128.8222408408237,3903.71743653298,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4191.021437082138,3776.1313258803543,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,23,-2192.939896795563,3878.003848985815,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4132.121133301512,3757.3776689817587,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,24,-2257.0575527503024,3852.290261438649,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4073.2208295208848,3738.6240120831626,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,25,-2321.175208705042,3826.5766738914836,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-4014.3205257402583,3719.8703551845665,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,26,-2385.292864659782,3800.863086344318,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3955.420221959632,3701.116698285971,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,27,-2449.4105206145214,3775.149498797153,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3896.5199181790053,3682.363041387375,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,28,-2513.528176569261,3749.435911249987,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3837.619614398379,3663.6093844887787,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,29,-2577.6458325240005,3723.7223237028215,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3778.7193106177524,3644.855727590183,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,30,-2641.7634884787403,3698.008736155656,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3719.819006837126,3626.102070691587,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,31,-2705.8811444334797,3672.2951486084903,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3660.918703056499,3607.3484137929913,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,32,-2769.9988003882195,3646.581561061325,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3602.0183992758725,3588.5947568943952,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,33,-2834.116456342959,3620.8679735141595,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3543.118095495246,3569.8410999957996,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,34,-2898.2341122976986,3595.1543859669937,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3484.2177917146196,3551.0874430972035,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,35,-2962.351768252438,3569.4407984198283,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3425.317487933993,3532.3337861986074,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,36,-3026.4694242071773,3543.727210872663,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3366.4171841533666,3513.580129300012,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,37,-3090.587080161917,3518.0136233254975,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3307.51688037274,3494.8264724014157,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,38,-3154.704736116657,3492.3000357783317,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3248.6165765921137,3476.07281550282,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,39,-3218.8223920713963,3466.5864482311663,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3189.7162728114868,3457.319158604224,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,40,-3282.9400480261356,3440.872860684001,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3130.8159690308603,3438.565501705628,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,41,-3347.0577039808754,3415.159273136835,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3071.915665250234,3419.8118448070322,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,42,-3411.1753599356152,3389.4456855896697,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-3013.0153614696073,3401.058187908436,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,43,-3475.2930158903546,3363.7320980425043,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-2954.115057688981,3382.3045310098405,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,44,-3539.410671845094,3338.018510495339,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-2895.2147539083544,3363.5508741112444,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,45,-3603.5283277998337,3312.304922948173,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-2836.314450127728,3344.7972172126483,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,46,-3667.645983754573,3286.5913354010077,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-2777.4141463471015,3326.0435603140527,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,47,-3731.763639709313,3260.8777478538423,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-2718.5138425664745,3307.2899034154566,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,48,-3795.8812956640522,3235.1641603066764,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-2659.613538785848,3288.536246516861,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
8,49,-3859.998951618792,3209.450572759511,3.3834216183120702,69.08156331233462,0.0,248.1473613222832,-2600.7132350052216,3269.782589618265,-12.676327918389912,61.813796457751586,0.0,467.6612986737772,0.0
9,0,1058.8847654174008,-2507.3526788946747,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,258.17112762934414,1929.5734835560124,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,1,1021.063342477094,-2458.3448117477537,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,240.80507419728588,1864.5302997642607,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,2,983.241919536787,-2409.336944600833,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,223.43902076522727,1799.4871159725085,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,3,945.42049659648,-2360.3290774539128,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,206.07296733316832,1734.4439321807567,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,4,907.599073656173,-2311.321210306992,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,188.70691390110971,1669.400748389005,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,5,869.7776507158662,-2262.313343160071,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,171.34086046905122,1604.3575645972528,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,6,831.956227775559,-2213.3054760131504,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,153.9748070369925,1539.314380805501,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,7,794.134804835252,-2164.29760886623,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,136.60875360493378,1474.2711970137493,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,8,756.3133818949452,-2115.289741719309,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,119.24270017287529,1409.2280132219973,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,9,718.4919589546382,-2066.281874572388,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,101.87664674081668,1344.1848294302454,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,10,680.6705360143312,-2017.2740074254675,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,84.51059330875819,1279.1416456384936,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,11,642.8491130740242,-1968.2661402785468,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,67.14453987669935,1214.0984618467417,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,12,605.0276901337173,-1919.258273131626,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,49.778486444640635,1149.0552780549897,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,13,567.2062671934102,-1870.2504059847054,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,32.41243301258197,1084.012094263238,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,14,529.3848442531032,-1821.2425388377847,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,15.046379580523478,1018.968910471486,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,15,491.5634213127962,-1772.234671690864,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-2.3196738515351853,953.925726679734,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,16,453.7419983724893,-1723.2268045439432,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-19.685727283593792,888.882542887982,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,17,415.9205754321823,-1674.2189373970225,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-37.05178071565234,823.8393590962303,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,18,378.0991524918753,-1625.2110702501018,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-54.41783414771106,758.7961753044783,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,19,340.2777295515684,-1576.2032031031813,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-71.78388757976984,693.7529915127263,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,20,302.4563066112614,-1527.1953359562604,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-89.14994101182828,628.7098077209746,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,21,264.6348836709544,-1478.1874688093399,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-106.51599444388705,563.6666239292226,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,22,226.81346073064753,-1429.179601662419,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-123.88204787594566,498.62344013747065,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,23,188.99203779034042,-1380.1717345154984,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-141.24810130800432,433.5802563457189,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,24,151.17061485003353,-1331.1638673685775,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-158.61415474006287,368.53707255396705,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,25,113.34919190972653,-1282.156000221657,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-175.98020817212156,303.4938887622152,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,26,75.52776896941953,-1233.148133074736,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-193.34626160418023,238.4507049704631,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,27,37.706346029112524,-1184.1402659278156,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-210.7123150362389,173.40752117871136,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,28,-0.11507691119442143,-1135.1323987808946,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-228.07836846829753,108.36433738695939,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,29,-37.93649985150137,-1086.1245316339741,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-245.44442190035622,43.321153595207534,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,30,-75.75792279180837,-1037.1166644870534,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-262.81047533241485,-21.722030196544324,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,31,-113.57934573211537,-988.1087973401327,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-280.1765287644735,-86.76521398829624,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,32,-151.40076867242232,-939.100930193212,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-297.5425821965321,-151.8083977800481,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,33,-189.22219161272932,-890.0930630462913,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-314.9086356285908,-216.8515815718,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,34,-227.04361455303626,-841.0851958993705,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-332.2746890606495,-281.894765363552,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,35,-264.86503749334327,-792.0773287524498,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-349.64074249270806,-346.93794915530384,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,36,-302.68646043365027,-743.0694616055291,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-367.0067959247667,-411.9811329470557,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,37,-340.5078833739572,-694.0615944586084,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-384.3728493568253,-477.0243167388076,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,38,-378.32930631426416,-645.0537273116877,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-401.738902788884,-542.0675005305595,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,39,-416.15072925457116,-596.045860164767,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-419.10495622094265,-607.1106843223114,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,40,-453.97215219487816,-547.0379930178462,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-436.47100965300126,-672.1538681140632,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,41,-491.7935751351851,-498.03012587092553,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-453.8370630850599,-737.1970519058152,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,42,-529.614998075492,-449.0222587240048,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-471.20311651711853,-802.2402356975671,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,43,-567.436421015799,-400.0143915770841,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-488.5691699491772,-867.2834194893189,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,44,-605.2578439561061,-351.0065244301634,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-505.93522338123586,-932.3266032810708,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,45,-643.079266896413,-301.9986572832427,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-523.3012768132945,-997.3697870728226,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,46,-680.90068983672,-252.990790136322,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-540.6673302453531,-1062.4129708645746,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,47,-718.722112777027,-203.9829229894013,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-558.0333836774118,-1127.4561546563264,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,48,-756.543535717334,-154.97505584248057,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-575.3994371094705,-1192.4993384480783,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
9,49,-794.364958657641,-105.96718869555986,-437.9353655462738,61.905016561824844,0.0,322.34112750697074,-592.7654905415291,-1257.5425222398303,-462.0037374420289,67.32158323727043,0.0,554.9488544072001,0.0
