enc_number,t,x0,y0,z0,v0,dh0,theta0,x1,y1,z1,v1,dh1,theta1,advisory
1,10,-4475.780896993262,-2787.4567537006133,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-1600.7414180454844,-573.9199878600831,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,11,-4437.1777803082705,-2732.807670017508,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-1664.482620808109,-596.7475718535762,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,12,-4398.574663623279,-2678.1585863344026,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-1728.223823570734,-619.5751558470689,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,13,-4359.971546938287,-2623.5095026512968,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-1791.9650263333594,-642.4027398405619,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,14,-4321.368430253296,-2568.860418968191,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-1855.7062290959843,-665.2303238340548,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,15,-4282.765313568304,-2514.2113352850856,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-1919.4474318586094,-688.0579078275476,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,16,-4244.162196883312,-2459.5622516019803,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-1983.1886346212343,-710.8854918210405,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,17,-4205.559080198321,-2404.9131679188745,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2046.9298373838594,-733.7130758145333,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,18,-4166.955963513329,-2350.2640842357687,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2110.6710401464843,-756.5406598080262,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,19,-4128.3528468283375,-2295.6150005526633,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2174.4122429091094,-779.3682438015192,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,20,-4089.7497301433464,-2240.9659168695575,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2238.1534456717345,-802.1958277950118,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,21,-4051.1466134583548,-2186.316833186452,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2301.894648434359,-825.0234117885047,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,22,-4012.5434967733636,-2131.6677495033464,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2365.6358511969843,-847.8509957819977,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,23,-3973.940380088372,-2077.018665820241,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2429.377053959609,-870.6785797754904,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,24,-3935.3372634033803,-2022.3695821371352,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2493.118256722234,-893.5061637689832,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,25,-3896.7341467183887,-1967.72049845403,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2556.859459484859,-916.3337477624762,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,26,-3858.131030033397,-1913.0714147709243,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2620.6006622474843,-939.1613317559691,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,27,-3819.5279133484055,-1858.4223310878187,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2684.3418650101094,-961.988915749462,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,28,-3780.924796663414,-1803.7732474047132,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2748.083067772734,-984.8164997429548,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,29,-3742.3216799784223,-1749.1241637216076,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2811.824270535359,-1007.6440837364477,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,30,-3703.718563293431,-1694.475080038502,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2875.565473297984,-1030.4716677299405,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,31,-3665.1154466084395,-1639.8259963553965,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-2939.3066760606093,-1053.2992517234334,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,32,-3626.512329923448,-1585.1769126722909,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3003.047878823234,-1076.1268357169263,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,33,-3587.9092132384562,-1530.5278289891853,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3066.789081585859,-1098.9544197104192,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,34,-3549.3060965534646,-1475.8787453060797,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3130.530284348484,-1121.782003703912,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,35,-3510.702979868473,-1421.2296616229742,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3194.2714871111093,-1144.6095876974048,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,36,-3472.099863183482,-1366.5805779398686,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3258.012689873734,-1167.4371716908977,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,37,-3433.49674649849,-1311.931494256763,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3321.753892636359,-1190.2647556843906,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,38,-3394.8936298134986,-1257.2824105736574,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3385.495095398984,-1213.0923396778835,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,39,-3356.290513128507,-1202.6333268905519,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3449.2362981616093,-1235.9199236713764,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,40,-3317.6873964435154,-1147.9842432074463,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3512.977500924234,-1258.747507664869,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,41,-3279.0842797585237,-1093.3351595243407,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3576.718703686859,-1281.575091658362,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,42,-3240.481163073532,-1038.6860758412352,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3640.459906449484,-1304.402675651855,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,43,-3201.878046388541,-984.0369921581296,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3704.2011092121093,-1327.2302596453478,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,44,-3163.2749297035493,-929.387908475024,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3767.9423119747344,-1350.0578436388407,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,45,-3124.6718130185577,-874.7388247919184,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3831.683514737359,-1372.8854276323334,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,46,-3086.068696333566,-820.0897411088129,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3895.424717499984,-1395.7130116258263,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,47,-3047.4655796485745,-765.4406574257073,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-3959.1659202626092,-1418.5405956193192,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,48,-3008.862462963583,-710.7915737426017,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-4022.907123025234,-1441.3681796128121,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
1,49,-2970.2593462785917,-656.1424900594961,-347.7552825625603,66.90831760848683,0.0,35.236686986119096,-4086.648325787859,-1464.1957636063048,-339.35446689750546,67.70553537640805,0.0,250.2960727913591,0.0
2,0,-218.21210447645672,-3968.3973909474553,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4573.145086316483,-2381.5093692474597,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,1,-163.0453901398132,-3926.8542247209834,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4503.979639944177,-2380.6370125679964,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,2,-107.8786758031697,-3885.3110584945116,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4434.814193571872,-2379.764655888533,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,3,-52.71196146652619,-3843.76789226804,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4365.648747199568,-2378.8922992090697,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,4,2.454752870117545,-3802.224726041569,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4296.483300827262,-2378.0199425296064,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,5,57.621467206761054,-3760.681559815097,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4227.317854454957,-2377.147585850143,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,6,112.78818154340433,-3719.138393588625,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4158.152408082652,-2376.2752291706797,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,7,167.95489588004807,-3677.5952273621538,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4088.9869617103473,-2375.402872491216,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,8,223.12161021669158,-3636.0520611356824,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,4019.8215153380424,-2374.5305158117526,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,9,278.28832455333486,-3594.5088949092105,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3950.656068965737,-2373.6581591322893,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,10,333.4550388899786,-3552.9657286827387,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3881.4906225934324,-2372.785802452826,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,11,388.6217532266221,-3511.4225624562673,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3812.325176221127,-2371.9134457733626,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,12,443.7884675632656,-3469.879396229796,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3743.1597298488223,-2371.0410890938992,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,13,498.95518189990935,-3428.336230003324,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3673.994283476517,-2370.168732414436,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,14,554.1218962365526,-3386.7930637768523,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3604.828837104212,-2369.296375734972,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,15,609.2886105731964,-3345.249897550381,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3535.6633907319074,-2368.424019055509,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,16,664.4553249098399,-3303.7067313239095,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3466.497944359602,-2367.5516623760454,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,17,719.6220392464832,-3262.1635650974376,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3397.3324979872973,-2366.679305696582,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,18,774.7887535831269,-3220.620398870966,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3328.1670516149925,-2365.8069490171188,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,19,829.9554679197704,-3179.0772326444944,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3259.001605242687,-2364.934592337655,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,20,885.1221822564139,-3137.534066418023,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3189.836158870382,-2364.062235658192,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,21,940.2888965930574,-3095.990900191551,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3120.670712498077,-2363.1898789787283,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,22,995.455610929701,-3054.4477339650794,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,3051.5052661257723,-2362.317522299265,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,23,1050.6223252663444,-3012.904567738608,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2982.339819753467,-2361.4451656198016,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,24,1105.789039602988,-2971.3614015121366,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2913.1743733811622,-2360.5728089403383,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,25,1160.9557539396314,-2929.8182352856647,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2844.0089270088574,-2359.700452260875,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,26,1216.1224682762752,-2888.275069059193,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2774.843480636552,-2358.8280955814116,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,27,1271.2891826129187,-2846.7319028327215,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2705.678034264247,-2357.9557389019483,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,28,1326.455896949562,-2805.18873660625,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2636.5125878919425,-2357.0833822224845,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,29,1381.6226112862057,-2763.6455703797783,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2567.3471415196373,-2356.211025543021,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,30,1436.7893256228492,-2722.1024041533065,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2498.1816951473324,-2355.338668863558,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,31,1491.9560399594927,-2680.559237926835,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2429.016248775027,-2354.4663121840945,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,32,1547.1227542961362,-2639.0160717003637,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2359.8508024027224,-2353.593955504631,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,33,1602.28946863278,-2597.472905473892,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2290.685356030417,-2352.721598825168,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,34,1657.4561829694235,-2555.92973924742,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2221.5199096581123,-2351.8492421457045,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,35,1712.622897306067,-2514.3865730209486,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2152.3544632858075,-2350.9768854662407,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,36,1767.7896116427105,-2472.843406794477,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2083.189016913502,-2350.1045287867773,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,37,1822.956325979354,-2431.3002405680054,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,2014.0235705411974,-2349.232172107314,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,38,1878.1230403159975,-2389.7570743415336,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1944.8581241688923,-2348.3598154278507,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,39,1933.289754652641,-2348.213908115062,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1875.6926777965873,-2347.4874587483873,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,40,1988.4564689892845,-2306.670741888591,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1806.5272314242823,-2346.615102068924,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,41,2043.623183325928,-2265.127575662119,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1737.3617850519774,-2345.7427453894607,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,42,2098.7898976625715,-2223.5844094356476,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1668.1963386796724,-2344.8703887099973,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,43,2153.956611999215,-2182.0412432091757,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1599.0308923073674,-2343.9980320305335,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,44,2209.1233263358586,-2140.4980769827043,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1529.8654459350623,-2343.12567535107,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,45,2264.290040672502,-2098.9549107562325,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1460.6999995627575,-2342.253318671607,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,46,2319.4567550091456,-2057.4117445297607,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1391.5345531904525,-2341.3809619921435,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,47,2374.623469345789,-2015.8685783032893,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1322.3691068181474,-2340.50860531268,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,48,2429.790183682433,-1974.3254120768177,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1253.2036604458424,-2339.636248633217,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
2,49,2484.956898019076,-1932.782245850346,-351.27446502497327,69.05940218986176,0.0,53.01850946627066,1184.0382140735373,-2338.7638919537535,-337.1483819794835,69.1709475000625,0.0,270.72261090580815,0.0
3,0,-1903.6357197038574,-2589.500415999905,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1566.600314307782,-7239.604131846199,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,1,-1927.5324416529193,-2650.802606701179,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1599.9670539025108,-7180.198587740162,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,2,-1951.4291636019816,-2712.1047974024536,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1633.3337934972396,-7120.793043634125,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,3,-1975.3258855510435,-2773.4069881037276,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1666.7005330919685,-7061.387499528087,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,4,-1999.2226075001054,-2834.709178805002,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1700.0672726866974,-7001.9819554220485,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,5,-2023.1193294491677,-2896.0113695062764,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1733.434012281426,-6942.576411316011,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,6,-2047.0160513982296,-2957.313560207551,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1766.800751876155,-6883.170867209974,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,7,-2070.9127733472915,-3018.615750908825,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1800.1674914708838,-6823.765323103936,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,8,-2094.809495296354,-3079.9179416100988,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1833.5342310656126,-6764.359778997898,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,9,-2118.7062172454157,-3141.220132311373,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1866.9009706603415,-6704.95423489186,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,10,-2142.6029391944776,-3202.5223230126476,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1900.2677102550701,-6645.548690785823,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,11,-2166.49966114354,-3263.824513713922,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1933.634449849799,-6586.143146679785,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,12,-2190.396383092602,-3325.126704415196,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-1967.001189444528,-6526.737602573748,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,13,-2214.2931050416637,-3386.4288951164704,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2000.3679290392565,-6467.332058467709,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,14,-2238.189826990726,-3447.7310858177443,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2033.7346686339856,-6407.926514361672,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,15,-2262.086548939788,-3509.0332765190187,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2067.1014082287143,-6348.520970255635,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,16,-2285.98327088885,-3570.335467220293,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2100.468147823443,-6289.115426149597,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,17,-2309.8799928379117,-3631.6376579215676,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2133.834887418172,-6229.709882043559,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,18,-2333.776714786974,-3692.939848622842,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2167.201627012901,-6170.304337937521,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,19,-2357.673436736036,-3754.242039324116,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2200.5683666076297,-6110.898793831484,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,20,-2381.570158685098,-3815.54423002539,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2233.9351062023584,-6051.493249725447,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,21,-2405.4668806341597,-3876.8464207266643,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2267.3018457970875,-5992.087705619409,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,22,-2429.363602583222,-3938.1486114279387,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2300.668585391816,-5932.68216151337,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,23,-2453.260324532284,-3999.450802129213,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2334.0353249865448,-5873.276617407333,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,24,-2477.157046481346,-4060.752992830487,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2367.402064581274,-5813.871073301296,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,25,-2501.053768430408,-4122.055183531761,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2400.7688041760025,-5754.465529195258,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,26,-2524.95049037947,-4183.357374233035,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2434.1355437707316,-5695.05998508922,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,27,-2548.847212328532,-4244.65956493431,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2467.5022833654602,-5635.654440983182,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,28,-2572.7439342775942,-4305.961755635584,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2500.869022960189,-5576.248896877145,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,29,-2596.640656226656,-4367.263946336859,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2534.235762554918,-5516.843352771108,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,30,-2620.537378175718,-4428.566137038133,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2567.6025021496466,-5457.4378086650695,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,31,-2644.4341001247803,-4489.868327739407,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2600.9692417443757,-5398.032264559032,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,32,-2668.3308220738422,-4551.170518440681,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2634.3359813391044,-5338.626720452994,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
3,33,-2692.227544022904,-4612.472709141955,-189.85867915394817,65.79522706614955,0.0,201.2967518469497,-2667.702720933833,-5279.221176346957,-214.74308775200132,68.1348514470886,0.0,330.6780709772023,0.0
